Problem Instance,# Coils to sequence,Min Cost,Optimal Sequence,Solve Time (s),# Explored Subproblems
br17,17,39,"[0, 13, 2, 12, 9, 1, 10, 8, 16, 7, 4, 3, 14, 5, 15, 6, 11]",201.4672,1003833
